0
tag,keypoints_left_hand,keypoints_right_hand
peace,"[(0.24770842492580414, 0.6210658550262451, 5.176248691896035e-07), (0.3042490780353546, 0.6031138896942139, -0.021638067439198494), (0.3462972342967987, 0.5524036288261414, -0.030965788289904594), (0.34611302614212036, 0.5004308223724365, -0.04175081104040146), (0.3198445439338684, 0.4663519263267517, -0.051175061613321304), (0.3438880443572998, 0.4342101812362671, -0.011807170696556568), (0.38261547684669495, 0.36651843786239624, -0.029188567772507668), (0.40225693583488464, 0.32068532705307007, -0.04063628986477852), (0.4166911244392395, 0.2806272506713867, -0.046649135649204254), (0.30782902240753174, 0.4208065867424011, -0.017237016931176186), (0.3210082948207855, 0.3201875686645508, -0.03958313539624214), (0.33090299367904663, 0.2572738528251648, -0.05465882271528244), (0.33712711930274963, 0.2054499387741089, -0.060678280889987946), (0.27066391706466675, 0.4317207336425781, -0.025103215128183365), (0.28982025384902954, 0.39810994267463684, -0.06195452809333801), (0.3004874587059021, 0.45805028080940247, -0.06907562911510468), (0.299995481967926, 0.5037743449211121, -0.06069241091609001), (0.23544031381607056, 0.45707204937934875, -0.03402106091380119), (0.2603541612625122, 0.4268314838409424, -0.06006653979420662), (0.2762857675552368, 0.46761560440063477, -0.05639255791902542), (0.2801859974861145, 0.5070304870605469, -0.04523736238479614)]","[(0.7674918174743652, 0.6297565698623657, 5.542244139178365e-07), (0.7329776883125305, 0.6130111217498779, -0.02913181483745575), (0.7127296328544617, 0.5758695602416992, -0.04859857261180878), (0.7268410325050354, 0.5372655391693115, -0.06757081300020218), (0.7465945482254028, 0.5041888356208801, -0.08478617668151855), (0.6901896595954895, 0.4570278227329254, -0.03150671347975731), (0.6638150215148926, 0.3831945061683655, -0.055422913283109665), (0.6492915749549866, 0.33508211374282837, -0.07015886157751083), (0.6377787590026855, 0.29344642162323, -0.07935293763875961), (0.7261675000190735, 0.4415883719921112, -0.03517051041126251), (0.7189616560935974, 0.34966790676116943, -0.05964578688144684), (0.7145572900772095, 0.2936023473739624, -0.07403448969125748), (0.7102693915367126, 0.24422992765903473, -0.08133622258901596), (0.7617411613464355, 0.4527290165424347, -0.04194045066833496), (0.7671135663986206, 0.40610426664352417, -0.07292065024375916), (0.7641861438751221, 0.45544761419296265, -0.07536811381578445), (0.761328399181366, 0.4904024600982666, -0.0689154788851738), (0.7946123480796814, 0.48077693581581116, -0.05115458369255066), (0.7967157363891602, 0.4502849578857422, -0.07196998596191406), (0.7894511222839355, 0.48671188950538635, -0.067813940346241), (0.7841159105300903, 0.5150555372238159, -0.0598878487944603)]"
peace,"[(0.2429102212190628, 0.6175195574760437, 5.043936539550486e-07), (0.30009058117866516, 0.5996622443199158, -0.022214403375983238), (0.34207358956336975, 0.5447004437446594, -0.030818862840533257), (0.3379300534725189, 0.4906919598579407, -0.04065224900841713), (0.31069692969322205, 0.45684248208999634, -0.04907485097646713), (0.3407399654388428, 0.4278400242328644, -0.011706066317856312), (0.379062294960022, 0.35989388823509216, -0.028659919276833534), (0.39878928661346436, 0.3137761652469635, -0.03967837244272232), (0.41355276107788086, 0.2741149663925171, -0.04558165371417999), (0.3039059638977051, 0.4135369658470154, -0.01670958660542965), (0.3156857192516327, 0.3128851056098938, -0.03919018805027008), (0.3258935511112213, 0.250169038772583, -0.054372552782297134), (0.3326336443424225, 0.19886375963687897, -0.0604666993021965), (0.26675811409950256, 0.4245384633541107, -0.024211622774600983), (0.28443217277526855, 0.3927500247955322, -0.06173056364059448), (0.2951129078865051, 0.45368149876594543, -0.0693269819021225), (0.2942805886268616, 0.49975869059562683, -0.06113887578248978), (0.2318565547466278, 0.45018118619918823, -0.03277791291475296), (0.25542911887168884, 0.4214470088481903, -0.05992230400443077), (0.2706967890262604, 0.4632679224014282, -0.05702776834368706), (0.2737624943256378, 0.5028718709945679, -0.04633702337741852)]","[(0.7654291391372681, 0.6206306219100952, 5.585598046309315e-07), (0.7307276129722595, 0.6045368909835815, -0.028970014303922653), (0.7100640535354614, 0.567258894443512, -0.048380814492702484), (0.722903311252594, 0.5280392169952393, -0.06740255653858185), (0.7397133111953735, 0.49305978417396545, -0.08473031967878342), (0.6869776248931885, 0.44673943519592285, -0.03125942498445511), (0.6597663760185242, 0.3734776973724365, -0.05501584708690643), (0.6442049741744995, 0.32518869638442993, -0.07017899304628372), (0.631963312625885, 0.28317055106163025, -0.0799354612827301), (0.7231032252311707, 0.43175408244132996, -0.03537127748131752), (0.7154973149299622, 0.3397202491760254, -0.06039014458656311), (0.7096812725067139, 0.281435489654541, -0.07594729959964752), (0.7043797373771667, 0.2297852486371994, -0.08436542749404907), (0.7587835788726807, 0.44295236468315125, -0.042528048157691956), (0.7628105282783508, 0.3923195004463196, -0.07458868622779846), (0.7605573534965515, 0.4409874677658081, -0.07776986807584763), (0.7588694095611572, 0.4770519733428955, -0.0717068463563919), (0.7920763492584229, 0.47119060158729553, -0.0520341731607914), (0.7933488488197327, 0.43429216742515564, -0.07414034754037857), (0.7871775031089783, 0.4701405167579651, -0.07039240747690201), (0.7834301590919495, 0.5003857612609863, -0.06259360909461975)]"
peace,"[(0.2423999160528183, 0.618070125579834, 5.005196612728469e-07), (0.2993229031562805, 0.6004472374916077, -0.0221499502658844), (0.34206780791282654, 0.5463128685951233, -0.030974185094237328), (0.338911235332489, 0.49191808700561523, -0.04104958474636078), (0.31137150526046753, 0.45765450596809387, -0.04967733845114708), (0.34079480171203613, 0.42783814668655396, -0.011416839435696602), (0.3786395490169525, 0.3602108359336853, -0.028177626430988312), (0.39791548252105713, 0.31422877311706543, -0.03914385661482811), (0.41254159808158875, 0.2745956778526306, -0.045056212693452835), (0.3041844964027405, 0.41392216086387634, -0.01666303537786007), (0.3160810172557831, 0.313154935836792, -0.03877171874046326), (0.3257288634777069, 0.2508583664894104, -0.053747136145830154), (0.3318980038166046, 0.19992996752262115, -0.05974996089935303), (0.26698195934295654, 0.4251953363418579, -0.02439635433256626), (0.28512150049209595, 0.3920581340789795, -0.06194088235497475), (0.29491907358169556, 0.4540182948112488, -0.06900990754365921), (0.29326245188713074, 0.5005432367324829, -0.06039803475141525), (0.23196780681610107, 0.4514705538749695, -0.03318008407950401), (0.2561875879764557, 0.4210905134677887, -0.060366805642843246), (0.2712017595767975, 0.46371355652809143, -0.05697130784392357), (0.27373912930488586, 0.5040301084518433, -0.045833587646484375)]","[(0.7656672596931458, 0.620366096496582, 5.577104502663133e-07), (0.7313811182975769, 0.6045451760292053, -0.02969968691468239), (0.7099655270576477, 0.5693262219429016, -0.049866389483213425), (0.7212385535240173, 0.5310978889465332, -0.06955421715974808), (0.7379999756813049, 0.4956117570400238, -0.0874505341053009), (0.6869639754295349, 0.4462674856185913, -0.03230215236544609), (0.6595678329467773, 0.37309324741363525, -0.05647328123450279), (0.6439345479011536, 0.32478076219558716, -0.07187841087579727), (0.6318236589431763, 0.28251975774765015, -0.0818006619811058), (0.7232908010482788, 0.4315297305583954, -0.03626565635204315), (0.7155872583389282, 0.33990514278411865, -0.061589568853378296), (0.7098321914672852, 0.2815138101577759, -0.07723934948444366), (0.7046840190887451, 0.22942587733268738, -0.0858071893453598), (0.7590369582176208, 0.4431212246417999, -0.0433555468916893), (0.7633221745491028, 0.3927758038043976, -0.0759819746017456), (0.7607725262641907, 0.44150510430336, -0.07942180335521698), (0.7588892579078674, 0.4780108630657196, -0.07349563390016556), (0.792270839214325, 0.4719368815422058, -0.05282370373606682), (0.7936503291130066, 0.43506842851638794, -0.07547734677791595), (0.7872374057769775, 0.4708244204521179, -0.07203888893127441), (0.7832245826721191, 0.5014914870262146, -0.06442838162183762)]"
peace,"[(0.23576441407203674, 0.6195186376571655, 4.954305836690764e-07), (0.2937462627887726, 0.6014611721038818, -0.02250819094479084), (0.3371727168560028, 0.5458210706710815, -0.03100067749619484), (0.33047276735305786, 0.4899739921092987, -0.040445540100336075), (0.30147886276245117, 0.45777350664138794, -0.04850640520453453), (0.33627042174339294, 0.42872700095176697, -0.012309490703046322), (0.3746129274368286, 0.36004701256752014, -0.028974799439311028), (0.3936792314052582, 0.31330007314682007, -0.03964627906680107), (0.40771836042404175, 0.2732747793197632, -0.04525655135512352), (0.29840540885925293, 0.41460633277893066, -0.016954101622104645), (0.3099454939365387, 0.31315016746520996, -0.038874268531799316), (0.3194555342197418, 0.25061872601509094, -0.05357738211750984), (0.3254390358924866, 0.19974376261234283, -0.05930474027991295), (0.26054468750953674, 0.42565473914146423, -0.024040430784225464), (0.2782312035560608, 0.3939892649650574, -0.06102960184216499), (0.28878054022789, 0.4539864659309387, -0.0686279684305191), (0.287746399641037, 0.49951598048210144, -0.06051795929670334), (0.2251889705657959, 0.4513407051563263, -0.032184068113565445), (0.24868029356002808, 0.42413806915283203, -0.05880921706557274), (0.26350533962249756, 0.46611136198043823, -0.055840056389570236), (0.2662363648414612, 0.5053113102912903, -0.04510989785194397)]","[(0.7665712237358093, 0.6166924834251404, 5.413344297267031e-07), (0.7314286828041077, 0.5968315601348877, -0.02625727839767933), (0.7114726305007935, 0.5568016767501831, -0.0439189076423645), (0.7254155874252319, 0.514971137046814, -0.0618693009018898), (0.7440858483314514, 0.48054808378219604, -0.07817302644252777), (0.688054621219635, 0.44251054525375366, -0.027642030268907547), (0.6604428887367249, 0.3682463765144348, -0.05054565891623497), (0.6447277069091797, 0.31932032108306885, -0.06498286128044128), (0.6324067115783691, 0.2776608169078827, -0.07394474744796753), (0.7237744927406311, 0.42696142196655273, -0.032210249453783035), (0.71620774269104, 0.33477669954299927, -0.05585819110274315), (0.7097984552383423, 0.27587753534317017, -0.07038641721010208), (0.7039706707000732, 0.22544263303279877, -0.07792555540800095), (0.7593144774436951, 0.437063068151474, -0.03972920775413513), (0.762566328048706, 0.38916510343551636, -0.06966238468885422), (0.7599635720252991, 0.43523332476615906, -0.07260723412036896), (0.7582656145095825, 0.4707048237323761, -0.06647711247205734), (0.7923588752746582, 0.4640326499938965, -0.04950768128037453), (0.7930481433868408, 0.4281325340270996, -0.06905399262905121), (0.7858852744102478, 0.461713969707489, -0.06467530131340027), (0.7813959717750549, 0.49166515469551086, -0.05662650987505913)]"
peace,"[(0.23597346246242523, 0.6190178990364075, 4.960054411640158e-07), (0.2934301793575287, 0.6011507511138916, -0.022486422210931778), (0.3372805416584015, 0.5460278391838074, -0.03135290369391441), (0.3317926526069641, 0.490050733089447, -0.041209254413843155), (0.30260950326919556, 0.45775890350341797, -0.04963856190443039), (0.33649498224258423, 0.42857593297958374, -0.012418964877724648), (0.37487179040908813, 0.3603689670562744, -0.029340455308556557), (0.39382344484329224, 0.3137712776660919, -0.04020945727825165), (0.40769755840301514, 0.2737957835197449, -0.04597087576985359), (0.298763245344162, 0.4145112633705139, -0.01737038791179657), (0.3105167746543884, 0.3130517899990082, -0.039511360228061676), (0.3197503089904785, 0.25088077783584595, -0.054205272346735), (0.3253978490829468, 0.20026786625385284, -0.05987490341067314), (0.26090338826179504, 0.4256889522075653, -0.0247572623193264), (0.2785815894603729, 0.39299970865249634, -0.06211843341588974), (0.28869786858558655, 0.4539623558521271, -0.06919404119253159), (0.2874085009098053, 0.5000320076942444, -0.06059213727712631), (0.2255115509033203, 0.4517684578895569, -0.033190883696079254), (0.24910762906074524, 0.4233360290527344, -0.06001085788011551), (0.2637600004673004, 0.46586763858795166, -0.05653214454650879), (0.2662776708602905, 0.5055065155029297, -0.04535380378365517)]","[(0.7671773433685303, 0.6160159707069397, 5.437441927824693e-07), (0.7326034307479858, 0.5984362959861755, -0.027320794761180878), (0.7114464044570923, 0.5626212954521179, -0.04605122655630112), (0.7224065661430359, 0.52433842420578, -0.06484942138195038), (0.7389542460441589, 0.4905615746974945, -0.08198650926351547), (0.6876854300498962, 0.4422666132450104, -0.029501697048544884), (0.6601870059967041, 0.3686871826648712, -0.052816491574048996), (0.6442683339118958, 0.31996220350265503, -0.06766806542873383), (0.6319192051887512, 0.27808064222335815, -0.07710082083940506), (0.7237280011177063, 0.4269378185272217, -0.033963385969400406), (0.7162377238273621, 0.33527785539627075, -0.05818768963217735), (0.7098000049591064, 0.2765510380268097, -0.07311572134494781), (0.7040374875068665, 0.22563347220420837, -0.08120553940534592), (0.7594615817070007, 0.43747609853744507, -0.04140374809503555), (0.7631595134735107, 0.3870929777622223, -0.0721244141459465), (0.7602230906486511, 0.4333510100841522, -0.07522309571504593), (0.7582116723060608, 0.46943986415863037, -0.06935267150402069), (0.7927724123001099, 0.4652341604232788, -0.051120709627866745), (0.7933102250099182, 0.4278308153152466, -0.07173413783311844), (0.7861405611038208, 0.4617432951927185, -0.06774424016475677), (0.7816826105117798, 0.4923399090766907, -0.059987764805555344)]"
peace,"[(0.23168431222438812, 0.6353003978729248, 5.146573016645561e-07), (0.28990107774734497, 0.6179289221763611, -0.023911386728286743), (0.33089950680732727, 0.559631884098053, -0.033122461289167404), (0.3283940553665161, 0.5070791244506836, -0.04334331303834915), (0.30168867111206055, 0.47568583488464355, -0.05223770812153816), (0.3314562439918518, 0.43922334909439087, -0.012926227413117886), (0.3683336675167084, 0.36899176239967346, -0.030561648309230804), (0.38723820447921753, 0.3207959830760956, -0.042482104152441025), (0.4017888605594635, 0.2799417972564697, -0.04898586869239807), (0.292212575674057, 0.42741328477859497, -0.018106145784258842), (0.30345258116722107, 0.32404714822769165, -0.04105386883020401), (0.31397971510887146, 0.26060351729393005, -0.056306444108486176), (0.32124990224838257, 0.20991510152816772, -0.06228064000606537), (0.25218504667282104, 0.44036516547203064, -0.0261252261698246), (0.2724404036998749, 0.40642717480659485, -0.06458371132612228), (0.28155437111854553, 0.46789032220840454, -0.07140208780765533), (0.2788357436656952, 0.5134907960891724, -0.06246921792626381), (0.21432633697986603, 0.46704089641571045, -0.035304535180330276), (0.24070928990840912, 0.4343422055244446, -0.06216201186180115), (0.25181835889816284, 0.47852253913879395, -0.0571090392768383), (0.2506648600101471, 0.5172030329704285, -0.04499562457203865)]","[(0.7722459435462952, 0.6282738447189331, 5.697228289136547e-07), (0.7383110523223877, 0.610670804977417, -0.03027908317744732), (0.7179044485092163, 0.5752909183502197, -0.050641220062971115), (0.7291315197944641, 0.535560667514801, -0.07066008448600769), (0.7432444095611572, 0.4966154098510742, -0.08872523158788681), (0.6907626390457153, 0.4502298831939697, -0.031015533953905106), (0.6637598276138306, 0.3746313154697418, -0.05576964467763901), (0.6482577919960022, 0.3258988857269287, -0.07152288407087326), (0.6363787055015564, 0.2828289866447449, -0.08140967041254044), (0.7274712324142456, 0.43328818678855896, -0.034789569675922394), (0.7196587324142456, 0.3395930826663971, -0.06001503765583038), (0.7144519090652466, 0.28216859698295593, -0.07523161917924881), (0.7101576924324036, 0.23095034062862396, -0.08296798914670944), (0.764265775680542, 0.4444236755371094, -0.04194367304444313), (0.7684494853019714, 0.39446356892585754, -0.07484495639801025), (0.7662473917007446, 0.4494992196559906, -0.07724771648645401), (0.7650488018989563, 0.4875130355358124, -0.0700688436627388), (0.7988094687461853, 0.4728400409221649, -0.05161738023161888), (0.7998437881469727, 0.4416825771331787, -0.07492243498563766), (0.7934765815734863, 0.4794663190841675, -0.07125669717788696), (0.7902058362960815, 0.5077695846557617, -0.06290458142757416)]"
peace,"[(0.22999493777751923, 0.6336497068405151, 5.342569693311816e-07), (0.28811249136924744, 0.6136780977249146, -0.022885270416736603), (0.33080804347991943, 0.5568098425865173, -0.032099414616823196), (0.3235563635826111, 0.5017586946487427, -0.04243028908967972), (0.29533860087394714, 0.4705682694911957, -0.05129982531070709), (0.32976260781288147, 0.4393153190612793, -0.012392984703183174), (0.3691502809524536, 0.3698135018348694, -0.03044133633375168), (0.3888673186302185, 0.322492778301239, -0.04221520200371742), (0.40336909890174866, 0.28287580609321594, -0.04813256859779358), (0.2903364300727844, 0.42648881673812866, -0.017356490716338158), (0.30245575308799744, 0.323821485042572, -0.04043352231383324), (0.3129747807979584, 0.2593109607696533, -0.05582568049430847), (0.3200993537902832, 0.207353875041008, -0.06153504550457001), (0.25157827138900757, 0.4390009343624115, -0.024924814701080322), (0.268918514251709, 0.4082038998603821, -0.06245381757616997), (0.28048276901245117, 0.46770578622817993, -0.06998983025550842), (0.28058624267578125, 0.513154149055481, -0.06142623350024223), (0.21597692370414734, 0.46612605452537537, -0.033599287271499634), (0.23987478017807007, 0.4385529160499573, -0.059565894305706024), (0.25423064827919006, 0.4801425635814667, -0.055381376296281815), (0.25694382190704346, 0.5183268785476685, -0.04363640397787094)]","[(0.7737120985984802, 0.6325949430465698, 5.521176831280172e-07), (0.738879919052124, 0.6122041940689087, -0.02867494709789753), (0.7181066870689392, 0.5737189054489136, -0.04753109812736511), (0.7277705669403076, 0.532999575138092, -0.06642956286668777), (0.740882396697998, 0.4954705238342285, -0.08339515328407288), (0.6918972730636597, 0.4499576985836029, -0.02833610400557518), (0.6642246246337891, 0.3739425241947174, -0.05186771973967552), (0.6488545536994934, 0.32439538836479187, -0.06651682406663895), (0.6366190910339355, 0.2818070650100708, -0.07530269026756287), (0.7291335463523865, 0.4354548752307892, -0.03268234431743622), (0.7204807996749878, 0.3404074013233185, -0.05684461072087288), (0.7142254114151001, 0.28206220269203186, -0.0710478276014328), (0.7091613411903381, 0.23170918226242065, -0.07786530256271362), (0.7661055326461792, 0.44793957471847534, -0.0404425747692585), (0.7679105997085571, 0.3978683352470398, -0.07293789088726044), (0.7655051350593567, 0.4494189918041229, -0.07602032274007797), (0.7646347880363464, 0.4869718849658966, -0.06902121752500534), (0.8006040453910828, 0.47806891798973083, -0.05049341544508934), (0.8005121350288391, 0.44203710556030273, -0.07232556492090225), (0.793136477470398, 0.47860515117645264, -0.06803905963897705), (0.7891449332237244, 0.5090953707695007, -0.059380706399679184)]"
peace,"[(0.23009489476680756, 0.6336842775344849, 5.340698976397107e-07), (0.288129597902298, 0.6135128736495972, -0.02279108762741089), (0.330827534198761, 0.556486964225769, -0.03194499760866165), (0.32343196868896484, 0.5013355016708374, -0.042221251875162125), (0.2951154112815857, 0.4703109562397003, -0.051042165607213974), (0.3297668993473053, 0.4393014907836914, -0.012276532128453255), (0.36912843585014343, 0.36982494592666626, -0.030257143080234528), (0.38884127140045166, 0.32256126403808594, -0.04198011755943298), (0.4033038318157196, 0.2829867899417877, -0.047861721366643906), (0.29035067558288574, 0.42649003863334656, -0.01726418361067772), (0.3024953007698059, 0.3238205313682556, -0.040251266211271286), (0.31296679377555847, 0.2593468427658081, -0.05557870864868164), (0.3200107514858246, 0.20737630128860474, -0.06124570593237877), (0.25159409642219543, 0.43900415301322937, -0.024849193170666695), (0.26891982555389404, 0.4081185758113861, -0.0623057559132576), (0.28051865100860596, 0.4675707221031189, -0.06981650739908218), (0.28065547347068787, 0.5130043029785156, -0.06124253198504448), (0.2159682661294937, 0.46614351868629456, -0.03352852165699005), (0.23984572291374207, 0.43847379088401794, -0.05942673981189728), (0.25423863530158997, 0.4800630211830139, -0.05519751459360123), (0.25696924328804016, 0.5182675719261169, -0.04342715069651604)]","[(0.7737247943878174, 0.6318092346191406, 5.628448320749158e-07), (0.7389235496520996, 0.6119366884231567, -0.02914942055940628), (0.7177611589431763, 0.5746738314628601, -0.04853278398513794), (0.7266827821731567, 0.5351462960243225, -0.06789109855890274), (0.7395102977752686, 0.4983404874801636, -0.08535213768482208), (0.6920397877693176, 0.44975748658180237, -0.029369086027145386), (0.664252519607544, 0.3741929233074188, -0.05331260338425636), (0.6486374735832214, 0.32481443881988525, -0.06823970377445221), (0.6363161206245422, 0.2822803854942322, -0.07719559222459793), (0.7292769551277161, 0.43526986241340637, -0.033636365085840225), (0.7207190990447998, 0.3403528928756714, -0.05819705128669739), (0.714188277721405, 0.28162112832069397, -0.07264269143342972), (0.7089172005653381, 0.23079785704612732, -0.07964903861284256), (0.7662211656570435, 0.4477197229862213, -0.0413263663649559), (0.7680246829986572, 0.3976503610610962, -0.07417716085910797), (0.7657948136329651, 0.44877898693084717, -0.0774964988231659), (0.7651323080062866, 0.48630011081695557, -0.07063741236925125), (0.8006103038787842, 0.47777608036994934, -0.051322270184755325), (0.800441324710846, 0.4421193301677704, -0.0734042227268219), (0.7933562397956848, 0.4784328043460846, -0.06928431987762451), (0.7895816564559937, 0.5087599754333496, -0.060738056898117065)]"
peace,"[(0.2293160855770111, 0.6562137007713318, 5.608800393019919e-07), (0.2873345613479614, 0.637344241142273, -0.02542627602815628), (0.32877200841903687, 0.5837855339050293, -0.036335285753011703), (0.31955814361572266, 0.531058132648468, -0.048003796488046646), (0.29430288076400757, 0.49604344367980957, -0.05808132141828537), (0.32653239369392395, 0.46136239171028137, -0.015187407843768597), (0.3649227023124695, 0.3904132544994354, -0.034784767776727676), (0.38399869203567505, 0.34179922938346863, -0.0475107841193676), (0.39766377210617065, 0.300331711769104, -0.05389120802283287), (0.2861398756504059, 0.4495829939842224, -0.019710006192326546), (0.2979028820991516, 0.34402918815612793, -0.04420696943998337), (0.30769047141075134, 0.2785792946815491, -0.060090918093919754), (0.3145120143890381, 0.22513890266418457, -0.06596478074789047), (0.24658101797103882, 0.4628240764141083, -0.02707822620868683), (0.2643553614616394, 0.4280226230621338, -0.06666593253612518), (0.27574002742767334, 0.4904603064060211, -0.07382896542549133), (0.2760252356529236, 0.5372725129127502, -0.06452950835227966), (0.20977647602558136, 0.490325003862381, -0.035692498087882996), (0.23339435458183289, 0.4601294696331024, -0.06348537653684616), (0.2467590719461441, 0.5044324994087219, -0.0588856004178524), (0.24866244196891785, 0.5437004566192627, -0.04648152366280556)]","[(0.7786245346069336, 0.6631839871406555, 5.376006129154121e-07), (0.7406004071235657, 0.6398917436599731, -0.029029954224824905), (0.7215022444725037, 0.5916881561279297, -0.0469137504696846), (0.7395026087760925, 0.5401949286460876, -0.0648023784160614), (0.7598682641983032, 0.4989067316055298, -0.08079775422811508), (0.698422372341156, 0.47374430298805237, -0.02684726193547249), (0.6697081327438354, 0.39590680599212646, -0.04939546808600426), (0.6538279056549072, 0.34511902928352356, -0.06346526741981506), (0.6416997909545898, 0.30176812410354614, -0.0721169114112854), (0.7354708909988403, 0.45825469493865967, -0.030355334281921387), (0.7262598872184753, 0.362765908241272, -0.05358392000198364), (0.7208382487297058, 0.3041226267814636, -0.06764744222164154), (0.7168311476707458, 0.25527647137641907, -0.07451023161411285), (0.7714875340461731, 0.4705776274204254, -0.037310000509023666), (0.7734227776527405, 0.41724491119384766, -0.06886684894561768), (0.7727062106132507, 0.4680645763874054, -0.07212203741073608), (0.772607684135437, 0.5070403218269348, -0.06547436863183975), (0.8055168390274048, 0.5004796981811523, -0.04666338860988617), (0.806505560874939, 0.46281734108924866, -0.06803127378225327), (0.8007562160491943, 0.4999222457408905, -0.06425603479146957), (0.7978326678276062, 0.5324518084526062, -0.056092046201229095)]"
peace,"[(0.2294650673866272, 0.6561156511306763, 5.6083223398673e-07), (0.2873349189758301, 0.6374685764312744, -0.025468910112977028), (0.32892459630966187, 0.5838138461112976, -0.03625158220529556), (0.319334477186203, 0.5308789610862732, -0.04776806756854057), (0.2938336133956909, 0.4958324432373047, -0.05769374594092369), (0.3266574740409851, 0.4614781439304352, -0.01491829939186573), (0.3650098145008087, 0.39050745964050293, -0.03431588038802147), (0.38411447405815125, 0.3418327271938324, -0.04689610376954079), (0.3977486193180084, 0.30030015110969543, -0.05320454388856888), (0.28637102246284485, 0.44948723912239075, -0.01935679093003273), (0.2980228066444397, 0.34382370114326477, -0.043744198977947235), (0.30761298537254333, 0.27830880880355835, -0.05958852171897888), (0.31421908736228943, 0.22491967678070068, -0.06541246175765991), (0.24697813391685486, 0.462602436542511, -0.02665102481842041), (0.2647368609905243, 0.42763781547546387, -0.06629534065723419), (0.276044100522995, 0.4902094602584839, -0.07360813021659851), (0.27632027864456177, 0.5370776653289795, -0.06435976922512054), (0.21024639904499054, 0.4900338351726532, -0.03517746925354004), (0.23393186926841736, 0.45995989441871643, -0.06319843232631683), (0.24740688502788544, 0.5045170187950134, -0.058805324137210846), (0.24942311644554138, 0.5440875291824341, -0.04647616669535637)]","[(0.7782171964645386, 0.6637081503868103, 5.373975682232413e-07), (0.7404491305351257, 0.6407181024551392, -0.029565373435616493), (0.7213754057884216, 0.59275883436203, -0.04782906547188759), (0.739174485206604, 0.5413775444030762, -0.06601469963788986), (0.7595003247261047, 0.5001926422119141, -0.08228437602519989), (0.6985646486282349, 0.47404980659484863, -0.027540219947695732), (0.6698582172393799, 0.39629045128822327, -0.050531964749097824), (0.6538890600204468, 0.34536996483802795, -0.06491559743881226), (0.6418271064758301, 0.30177274346351624, -0.07384862750768661), (0.7356935739517212, 0.45822638273239136, -0.030974222347140312), (0.7262467741966248, 0.36284589767456055, -0.05484822019934654), (0.7208137512207031, 0.30421316623687744, -0.0693264827132225), (0.7168020606040955, 0.2548132836818695, -0.07646214962005615), (0.7717794179916382, 0.47038108110427856, -0.03786611929535866), (0.774004340171814, 0.4157107472419739, -0.07018281519412994), (0.773483395576477, 0.46732789278030396, -0.07343918085098267), (0.7735294103622437, 0.507051408290863, -0.06662877649068832), (0.8059589862823486, 0.5005025863647461, -0.04716874659061432), (0.8069608807563782, 0.4626157283782959, -0.06924885511398315), (0.801498293876648, 0.49968278408050537, -0.06565399467945099), (0.7988626956939697, 0.5321929454803467, -0.057472389191389084)]"
peace,"[(0.2339683473110199, 0.6796760559082031, 6.126621201474336e-07), (0.2891182005405426, 0.6607006192207336, -0.028172984719276428), (0.3307098150253296, 0.6109233498573303, -0.0418829508125782), (0.3243377208709717, 0.5616801977157593, -0.0560564287006855), (0.2999892234802246, 0.5269644260406494, -0.06850266456604004), (0.327392041683197, 0.48718902468681335, -0.019819851964712143), (0.3645445704460144, 0.4161677658557892, -0.04200584813952446), (0.3849591612815857, 0.3678340017795563, -0.05644538626074791), (0.40088385343551636, 0.3254660964012146, -0.06370893120765686), (0.28717491030693054, 0.47372856736183167, -0.02386658638715744), (0.2985980808734894, 0.3680594563484192, -0.050556741654872894), (0.3081458508968353, 0.30265185236930847, -0.06678701192140579), (0.31599199771881104, 0.24808111786842346, -0.07258471101522446), (0.24710452556610107, 0.48508787155151367, -0.03093086928129196), (0.26802876591682434, 0.4534527063369751, -0.07228142023086548), (0.27835866808891296, 0.5191922783851624, -0.07823239266872406), (0.2782587707042694, 0.5664242506027222, -0.067660391330719), (0.20932114124298096, 0.511115312576294, -0.03957057744264603), (0.23528262972831726, 0.4832601845264435, -0.06763243675231934), (0.24868547916412354, 0.5304945111274719, -0.061749596148729324), (0.25088977813720703, 0.5700387954711914, -0.04833542928099632)]","[(0.7822368144989014, 0.6879822015762329, 5.535166565096006e-07), (0.7456640005111694, 0.6668688058853149, -0.027607865631580353), (0.7243177890777588, 0.6267038583755493, -0.04601680487394333), (0.7350287437438965, 0.5845674276351929, -0.06468535959720612), (0.7473834753036499, 0.5460450649261475, -0.08160192519426346), (0.7016341090202332, 0.5027899146080017, -0.02850828878581524), (0.673819363117218, 0.4262744188308716, -0.05196373164653778), (0.6578147411346436, 0.3764156401157379, -0.06647905707359314), (0.6452810168266296, 0.33354541659355164, -0.07533567398786545), (0.7391774654388428, 0.48806288838386536, -0.03353651612997055), (0.7310636043548584, 0.3905189335346222, -0.057378023862838745), (0.7260023355484009, 0.3323584198951721, -0.07209654152393341), (0.722352147102356, 0.2841080129146576, -0.07957790046930313), (0.775933563709259, 0.5016289949417114, -0.04170121252536774), (0.7798076868057251, 0.4497964680194855, -0.07380779087543488), (0.7779486775398254, 0.49988093972206116, -0.07760342955589294), (0.776997983455658, 0.5379839539527893, -0.07161527872085571), (0.8098115921020508, 0.5335636734962463, -0.052046049386262894), (0.811042308807373, 0.5002179741859436, -0.07478571683168411), (0.8050850033760071, 0.5362995266914368, -0.07154107093811035), (0.8016666769981384, 0.5674059987068176, -0.06371169537305832)]"
