1
tag,keypoints_pose
still,"[(0.611370325088501, 0.5217483639717102, -1.3009278774261475), (0.6449853181838989, 0.45239147543907166, -1.233144760131836), (0.6644583940505981, 0.4564247727394104, -1.2330576181411743), (0.6811458468437195, 0.46080854535102844, -1.2329823970794678), (0.5813756585121155, 0.439963698387146, -1.2560137510299683), (0.554837703704834, 0.4356870651245117, -1.2550429105758667), (0.5329148173332214, 0.4329722225666046, -1.255265712738037), (0.7088452577590942, 0.49998238682746887, -0.7734311819076538), (0.4893311858177185, 0.46242445707321167, -0.857790470123291), (0.6380497217178345, 0.6033565998077393, -1.1220556497573853), (0.5597285032272339, 0.5908744931221008, -1.1475321054458618), (0.8277373313903809, 0.8776264190673828, -0.4473229944705963), (0.2618803381919861, 0.859326958656311, -0.5918564796447754), (0.8583739995956421, 1.3194211721420288, -0.28794482350349426), (0.14888747036457062, 1.3309094905853271, -0.3857000470161438), (0.8092749714851379, 1.6186316013336182, -0.6248118877410889), (0.1843879073858261, 1.6651710271835327, -0.7704106569290161), (0.8281424641609192, 1.723336935043335, -0.7493467926979065), (0.1632719337940216, 1.7846301794052124, -0.9001191258430481), (0.7829447388648987, 1.7067195177078247, -0.8000354766845703), (0.2124137431383133, 1.7595183849334717, -0.989966869354248), (0.7639217376708984, 1.6603888273239136, -0.6714779734611511), (0.23238477110862732, 1.7080457210540771, -0.8230978846549988), (0.6897376775741577, 1.6832714080810547, -0.045433372259140015), (0.3446107506752014, 1.6626620292663574, 0.05197124928236008), (0.6460473537445068, 2.3593192100524902, -0.0062667252495884895), (0.3419342637062073, 2.3421108722686768, 0.021657725796103477), (0.6195027232170105, 2.969782829284668, 0.7808961868286133), (0.33304744958877563, 2.9376091957092285, 0.626555323600769), (0.6184539794921875, 3.0809996128082275, 0.8216599225997925), (0.32171258330345154, 3.0490591526031494, 0.6666334271430969), (0.5713835954666138, 3.171933650970459, 0.1635262668132782), (0.37967225909233093, 3.1338109970092773, -0.0860360711812973)]"
still,"[(0.6101955771446228, 0.5240782499313354, -1.374050259590149), (0.6433173418045044, 0.4524591565132141, -1.3061884641647339), (0.662699282169342, 0.45645055174827576, -1.306117057800293), (0.6792569160461426, 0.4607824683189392, -1.3060827255249023), (0.5792132616043091, 0.44053468108177185, -1.3297736644744873), (0.5522000789642334, 0.4365014433860779, -1.3288953304290771), (0.5296064019203186, 0.4339815080165863, -1.3291597366333008), (0.7065964937210083, 0.49915799498558044, -0.8387445211410522), (0.48504453897476196, 0.46295660734176636, -0.9288375973701477), (0.636322557926178, 0.6051225662231445, -1.192298173904419), (0.5568615198135376, 0.593079149723053, -1.219421625137329), (0.8250919580459595, 0.8761107325553894, -0.4957308769226074), (0.25573283433914185, 0.8625670075416565, -0.6403231620788574), (0.85834801197052, 1.320004940032959, -0.3212818503379822), (0.1408890038728714, 1.341210126876831, -0.428805410861969), (0.8099188804626465, 1.6176650524139404, -0.6478694677352905), (0.18256454169750214, 1.6773649454116821, -0.816961407661438), (0.829010009765625, 1.723867416381836, -0.7675368785858154), (0.16332605481147766, 1.799380898475647, -0.945561408996582), (0.7833417057991028, 1.7083301544189453, -0.8208025097846985), (0.2124512493610382, 1.7768385410308838, -1.0371707677841187), (0.7641420364379883, 1.6605262756347656, -0.694216251373291), (0.23143525421619415, 1.7233649492263794, -0.8693050146102905), (0.6899658441543579, 1.6840555667877197, -0.04021724313497543), (0.34257572889328003, 1.6654934883117676, 0.046873629093170166), (0.647684633731842, 2.363640546798706, -0.032504282891750336), (0.3413636386394501, 2.347221612930298, -0.03593622148036957), (0.6221275925636292, 2.9828789234161377, 0.7661678791046143), (0.3315652012825012, 2.953570604324341, 0.5652350187301636), (0.621129035949707, 3.0990045070648193, 0.8038643002510071), (0.3197934627532959, 3.0701403617858887, 0.6028510332107544), (0.5738057494163513, 3.1868884563446045, 0.10925833135843277), (0.3799271881580353, 3.149384021759033, -0.1646369993686676)]"
still,"[(0.6092369556427002, 0.5242751836776733, -1.335076093673706), (0.6425706148147583, 0.4524952471256256, -1.2684139013290405), (0.6618915796279907, 0.4565068781375885, -1.2683292627334595), (0.6786109209060669, 0.46085649728775024, -1.2682688236236572), (0.5789004564285278, 0.4405743479728699, -1.2911992073059082), (0.5521721839904785, 0.43655306100845337, -1.290320873260498), (0.5294312238693237, 0.4340363144874573, -1.29059636592865), (0.7061227560043335, 0.49914756417274475, -0.8130620718002319), (0.48460525274276733, 0.462966650724411, -0.9007555246353149), (0.6349131464958191, 0.6053235530853271, -1.1583575010299683), (0.5557976961135864, 0.5931129455566406, -1.1848084926605225), (0.8225575685501099, 0.8746982216835022, -0.4792868196964264), (0.2552702724933624, 0.8625825643539429, -0.62320876121521), (0.8549504280090332, 1.3192471265792847, -0.3028016686439514), (0.13961727917194366, 1.3395599126815796, -0.41872936487197876), (0.8097676038742065, 1.6151660680770874, -0.6066523790359497), (0.1816309541463852, 1.6766661405563354, -0.7976076006889343), (0.8290650248527527, 1.721433401107788, -0.7220643758773804), (0.1631486862897873, 1.7988702058792114, -0.9236094355583191), (0.7834864854812622, 1.7073432207107544, -0.7718788981437683), (0.2122863084077835, 1.7772849798202515, -1.0140280723571777), (0.7643422484397888, 1.6590920686721802, -0.6511503458023071), (0.2308291494846344, 1.7237811088562012, -0.8493727445602417), (0.6881639361381531, 1.6843081712722778, -0.03742866963148117), (0.3404102325439453, 1.6656745672225952, 0.04397580772638321), (0.6467471718788147, 2.3636317253112793, -0.04822993278503418), (0.33963948488235474, 2.346991539001465, -0.06822915375232697), (0.6212340593338013, 2.9827609062194824, 0.7207780480384827), (0.32893526554107666, 2.9530446529388428, 0.5042846202850342), (0.6199651956558228, 3.0983023643493652, 0.7549383640289307), (0.31700819730758667, 3.068942070007324, 0.5384609699249268), (0.5733492970466614, 3.186462640762329, 0.06528230756521225), (0.3786833882331848, 3.1481854915618896, -0.22399044036865234)]"
still,"[(0.604549765586853, 0.5274485945701599, -1.2646644115447998), (0.6371345520019531, 0.4524828791618347, -1.203673243522644), (0.6569572687149048, 0.45647433400154114, -1.2034560441970825), (0.6738287210464478, 0.4607205390930176, -1.2033008337020874), (0.5688602328300476, 0.4409429132938385, -1.2276790142059326), (0.5407995581626892, 0.4372193217277527, -1.2265325784683228), (0.518206000328064, 0.43497228622436523, -1.2265924215316772), (0.6981867551803589, 0.497712105512619, -0.7614182829856873), (0.47335726022720337, 0.4638928472995758, -0.8523463010787964), (0.6311424970626831, 0.6087481379508972, -1.091049075126648), (0.5481840372085571, 0.597607433795929, -1.118366003036499), (0.813917338848114, 0.8613370656967163, -0.44728708267211914), (0.2399071753025055, 0.8689258098602295, -0.5852982997894287), (0.8432879447937012, 1.3153043985366821, -0.2544155716896057), (0.13523802161216736, 1.3492175340652466, -0.37868407368659973), (0.798446536064148, 1.6047275066375732, -0.5016334652900696), (0.1795700341463089, 1.6818503141403198, -0.7312403321266174), (0.8175621032714844, 1.7069554328918457, -0.6029126644134521), (0.1623663604259491, 1.8021950721740723, -0.8501893281936646), (0.7759064435958862, 1.6889011859893799, -0.6508001685142517), (0.2106771469116211, 1.774809718132019, -0.9329131841659546), (0.7563086748123169, 1.6435456275939941, -0.5433592796325684), (0.22934946417808533, 1.722292184829712, -0.779636561870575), (0.6863183379173279, 1.6822398900985718, -0.03760480135679245), (0.3372814655303955, 1.6654512882232666, 0.04410477727651596), (0.6488016247749329, 2.3631999492645264, -0.0524308979511261), (0.3420103192329407, 2.348792314529419, -0.03265681117773056), (0.627549409866333, 2.981943368911743, 0.7059166431427002), (0.3365267515182495, 2.952441692352295, 0.5510534644126892), (0.6272285580635071, 3.0973432064056396, 0.7415401935577393), (0.32512661814689636, 3.0667834281921387, 0.5882900953292847), (0.581459105014801, 3.1863467693328857, 0.07750284671783447), (0.3884654641151428, 3.1477043628692627, -0.13565677404403687)]"
still,"[(0.602253794670105, 0.5274603962898254, -1.3768965005874634), (0.6345258355140686, 0.4516979455947876, -1.3139935731887817), (0.6542591452598572, 0.45552143454551697, -1.3138096332550049), (0.6713482141494751, 0.4594656527042389, -1.3137460947036743), (0.5667015910148621, 0.44078528881073, -1.3403489589691162), (0.5385605692863464, 0.4371801018714905, -1.339361310005188), (0.5156480669975281, 0.4349805414676666, -1.3394970893859863), (0.695841372013092, 0.4951314628124237, -0.8493951559066772), (0.4704585075378418, 0.46389394998550415, -0.9521220326423645), (0.6289646625518799, 0.6087296009063721, -1.1944435834884644), (0.5464099645614624, 0.5976787209510803, -1.225256323814392), (0.8102668523788452, 0.8575714230537415, -0.49140849709510803), (0.2377658635377884, 0.8708202242851257, -0.6628513932228088), (0.8399084806442261, 1.3078858852386475, -0.24161677062511444), (0.1297476887702942, 1.347880244255066, -0.4500197470188141), (0.7989622354507446, 1.5958720445632935, -0.4605439603328705), (0.1738353818655014, 1.6830931901931763, -0.8063082695007324), (0.8182822465896606, 1.6977747678756714, -0.55191570520401), (0.15749815106391907, 1.804046869277954, -0.9243321418762207), (0.7763839960098267, 1.6833919286727905, -0.6059193015098572), (0.20693330466747284, 1.77843177318573, -1.0122623443603516), (0.7564250230789185, 1.637601375579834, -0.5026959776878357), (0.22495758533477783, 1.7250921726226807, -0.8549472689628601), (0.6864394545555115, 1.6819294691085815, -0.03700811415910721), (0.3374404311180115, 1.665873408317566, 0.043322183191776276), (0.6536527276039124, 2.3630921840667725, -0.0478331483900547), (0.34647703170776367, 2.3518285751342773, -0.012339284643530846), (0.6403745412826538, 2.9820449352264404, 0.7223892211914062), (0.3492254614830017, 2.956118106842041, 0.5675002932548523), (0.640770673751831, 3.0971081256866455, 0.7588145136833191), (0.3397502303123474, 3.0705959796905518, 0.6066791415214539), (0.598776638507843, 3.1872780323028564, 0.08235667645931244), (0.40325284004211426, 3.1511616706848145, -0.11934380233287811)]"
still,"[(0.6007997393608093, 0.52754807472229, -1.364599585533142), (0.6328321695327759, 0.4513757824897766, -1.3005732297897339), (0.6522958278656006, 0.4550990164279938, -1.3005040884017944), (0.6698120832443237, 0.4590502679347992, -1.3005001544952393), (0.5658408403396606, 0.44071176648139954, -1.3264307975769043), (0.5378583073616028, 0.43716171383857727, -1.3255279064178467), (0.5144922733306885, 0.4349857568740845, -1.325729250907898), (0.6943146586418152, 0.49408861994743347, -0.8308396339416504), (0.46888017654418945, 0.4638468027114868, -0.9302201271057129), (0.6272016763687134, 0.6087192296981812, -1.1789488792419434), (0.5461224317550659, 0.597821056842804, -1.208823561668396), (0.8090766072273254, 0.8535882830619812, -0.4830395579338074), (0.23727862536907196, 0.8711958527565002, -0.637562096118927), (0.8404091596603394, 1.3037058115005493, -0.2695342004299164), (0.12954042851924896, 1.3473403453826904, -0.42732158303260803), (0.7990821003913879, 1.5946928262710571, -0.5926907062530518), (0.17339584231376648, 1.68392014503479, -0.8103263974189758), (0.8186050653457642, 1.6988493204116821, -0.7116300463676453), (0.15741810202598572, 1.8054778575897217, -0.936576247215271), (0.7765704393386841, 1.684108018875122, -0.7691918015480042), (0.20660027861595154, 1.7810255289077759, -1.0301682949066162), (0.7565724849700928, 1.6372233629226685, -0.6392307877540588), (0.22441288828849792, 1.727211356163025, -0.8621306419372559), (0.6876245737075806, 1.6820708513259888, -0.03682735189795494), (0.33804017305374146, 1.6694843769073486, 0.043098315596580505), (0.6621988415718079, 2.363212823867798, -0.030892908573150635), (0.35118159651756287, 2.3561127185821533, -0.0046021826565265656), (0.6520582437515259, 2.9831457138061523, 0.7780349850654602), (0.3568529486656189, 2.963056802749634, 0.5800817608833313), (0.6526323556900024, 3.0985217094421387, 0.8180400133132935), (0.34831351041793823, 3.079221487045288, 0.6218923330307007), (0.6111171245574951, 3.190941095352173, 0.12861619889736176), (0.41173920035362244, 3.157578229904175, -0.10786645114421844)]"
still,"[(0.5926458239555359, 0.5274903774261475, -1.5197724103927612), (0.6243820786476135, 0.4504469037055969, -1.4499552249908447), (0.6441468000411987, 0.453921377658844, -1.4500367641448975), (0.6615257859230042, 0.457595556974411, -1.4500397443771362), (0.5559552907943726, 0.44056662917137146, -1.4791828393936157), (0.5283229947090149, 0.43720075488090515, -1.4784705638885498), (0.505614161491394, 0.43518275022506714, -1.4787741899490356), (0.6858776807785034, 0.4920172691345215, -0.9384304881095886), (0.4620041847229004, 0.46420663595199585, -1.0547926425933838), (0.6206638813018799, 0.6085132956504822, -1.318343162536621), (0.5389343500137329, 0.5985307693481445, -1.353386640548706), (0.8008972406387329, 0.8531148433685303, -0.5621321201324463), (0.23385842144489288, 0.8715940713882446, -0.7121670842170715), (0.838339626789093, 1.3041914701461792, -0.4135236144065857), (0.13036558032035828, 1.3489786386489868, -0.48389869928359985), (0.799641489982605, 1.5961886644363403, -0.8414931297302246), (0.17302599549293518, 1.6833560466766357, -0.8909122347831726), (0.8193602561950684, 1.7016674280166626, -0.9766743779182434), (0.1589100956916809, 1.8052020072937012, -1.0263397693634033), (0.778594434261322, 1.6865910291671753, -1.0422006845474243), (0.2050476372241974, 1.7811939716339111, -1.128312110900879), (0.7586044073104858, 1.638459324836731, -0.893654465675354), (0.22184965014457703, 1.7273736000061035, -0.9468132257461548), (0.6840783357620239, 1.6832026243209839, -0.038352787494659424), (0.33457151055336, 1.6758627891540527, 0.044452279806137085), (0.6639848351478577, 2.365078926086426, -0.023041745647788048), (0.3514748215675354, 2.3619871139526367, -0.014871040359139442), (0.6526409387588501, 2.986107349395752, 0.8278876543045044), (0.3585745692253113, 2.9693684577941895, 0.657804012298584), (0.6525452136993408, 3.10140061378479, 0.8712834119796753), (0.3496309816837311, 3.0853004455566406, 0.7013270854949951), (0.6118298768997192, 3.1967203617095947, 0.15609970688819885), (0.4119901657104492, 3.1645164489746094, -0.08563576638698578)]"
still,"[(0.5887988209724426, 0.5274155139923096, -1.5880370140075684), (0.6206770539283752, 0.44977548718452454, -1.5144424438476562), (0.6406458020210266, 0.4531533420085907, -1.514544129371643), (0.6581323742866516, 0.4567317068576813, -1.5145012140274048), (0.5517970323562622, 0.4404604136943817, -1.5456615686416626), (0.5240253806114197, 0.4371959865093231, -1.5449851751327515), (0.5015414953231812, 0.4351949989795685, -1.5453135967254639), (0.6823740601539612, 0.49111130833625793, -0.9879298210144043), (0.458451509475708, 0.46435052156448364, -1.1132748126983643), (0.6175225377082825, 0.6085150241851807, -1.382163643836975), (0.53488689661026, 0.5986694097518921, -1.4198377132415771), (0.7970854043960571, 0.8532667756080627, -0.5959264636039734), (0.23119418323040009, 0.8729707598686218, -0.7643550634384155), (0.8372500538825989, 1.3041783571243286, -0.4597148895263672), (0.13083341717720032, 1.3541889190673828, -0.546622097492218), (0.8004688024520874, 1.5963412523269653, -0.9202622175216675), (0.17313063144683838, 1.6861748695373535, -0.9599288702011108), (0.8208320736885071, 1.7022781372070312, -1.060250997543335), (0.15933027863502502, 1.8089851140975952, -1.0972681045532227), (0.7817786335945129, 1.6873772144317627, -1.1275959014892578), (0.20504489541053772, 1.7842060327529907, -1.2018954753875732), (0.761186957359314, 1.6392239332199097, -0.9739999771118164), (0.2216796576976776, 1.7301441431045532, -1.0165108442306519), (0.6822042465209961, 1.6832891702651978, -0.039475925266742706), (0.3328709006309509, 1.6773186922073364, 0.04549290984869003), (0.6636939644813538, 2.3661093711853027, -0.027422428131103516), (0.3512781262397766, 2.3655176162719727, -0.01095428504049778), (0.6522232294082642, 2.9881997108459473, 0.8311017155647278), (0.35839271545410156, 2.972454786300659, 0.6810315251350403), (0.6524113416671753, 3.103928565979004, 0.8738136291503906), (0.35020315647125244, 3.0876595973968506, 0.7249528169631958), (0.6109730005264282, 3.199587345123291, 0.15449461340904236), (0.4127427637577057, 3.1698617935180664, -0.07633845508098602)]"
still,"[(0.5874253511428833, 0.5273218154907227, -1.6249688863754272), (0.6192336082458496, 0.44939422607421875, -1.549608588218689), (0.6388952732086182, 0.4527701735496521, -1.5497413873672485), (0.6565439701080322, 0.4564148783683777, -1.549677848815918), (0.5516471862792969, 0.4402692914009094, -1.5819579362869263), (0.5239611864089966, 0.43709415197372437, -1.5813794136047363), (0.5013209581375122, 0.4351504445075989, -1.5817711353302002), (0.6794945597648621, 0.49065959453582764, -1.0175297260284424), (0.4571540951728821, 0.46435678005218506, -1.1492245197296143), (0.6153773069381714, 0.6084889769554138, -1.4174221754074097), (0.5336171984672546, 0.5986663103103638, -1.4570060968399048), (0.7939162254333496, 0.853266179561615, -0.6130660176277161), (0.22906526923179626, 0.874705970287323, -0.7971863746643066), (0.8373222351074219, 1.3003909587860107, -0.4710509181022644), (0.13102228939533234, 1.3602967262268066, -0.59017413854599), (0.804706871509552, 1.5944846868515015, -0.9301015734672546), (0.1732073426246643, 1.6920543909072876, -1.0044429302215576), (0.8258989453315735, 1.7010403871536255, -1.0662752389907837), (0.1598321944475174, 1.8161449432373047, -1.1417585611343384), (0.7897982001304626, 1.6871323585510254, -1.1347965002059937), (0.20509573817253113, 1.7902247905731201, -1.245344638824463), (0.768316388130188, 1.639184832572937, -0.9838159680366516), (0.22163918614387512, 1.736066222190857, -1.0600485801696777), (0.68128901720047, 1.68336820602417, -0.039671145379543304), (0.33247607946395874, 1.6798049211502075, 0.04562971740961075), (0.6642823219299316, 2.3673369884490967, -0.04279807582497597), (0.3518974781036377, 2.3709816932678223, -0.029252376407384872), (0.6588191390037537, 2.9914283752441406, 0.825696587562561), (0.3664471209049225, 2.9787073135375977, 0.6623929738998413), (0.659767210483551, 3.1075279712677, 0.8668142557144165), (0.3607175350189209, 3.0926854610443115, 0.7056857347488403), (0.6204582452774048, 3.2036502361297607, 0.11851444095373154), (0.42434701323509216, 3.1778757572174072, -0.11729775369167328)]"
still,"[(0.5826970338821411, 0.5278289318084717, -1.7161411046981812), (0.6121963858604431, 0.44896361231803894, -1.6381670236587524), (0.6314464807510376, 0.4521666169166565, -1.6382238864898682), (0.6488773822784424, 0.4556475579738617, -1.638106107711792), (0.5433112382888794, 0.4401741027832031, -1.6767361164093018), (0.5156556367874146, 0.43714186549186707, -1.676169753074646), (0.4928097128868103, 0.4352811872959137, -1.67654550075531), (0.6669272780418396, 0.48858481645584106, -1.0909639596939087), (0.4474327564239502, 0.46475914120674133, -1.2525948286056519), (0.6103015542030334, 0.6094452738761902, -1.5025784969329834), (0.5292406678199768, 0.6002891063690186, -1.5510857105255127), (0.7816179394721985, 0.8539025187492371, -0.6505533456802368), (0.21846552193164825, 0.8812772035598755, -0.8819279670715332), (0.8304041028022766, 1.2994582653045654, -0.4432811141014099), (0.1308237612247467, 1.36820387840271, -0.630632758140564), (0.8053213357925415, 1.5955594778060913, -0.8627551794052124), (0.17645025253295898, 1.6966472864151, -0.9945971369743347), (0.8267167806625366, 1.704292893409729, -1.0070884227752686), (0.1684962958097458, 1.8216465711593628, -1.1256039142608643), (0.7932555675506592, 1.6929553747177124, -1.0630314350128174), (0.21078136563301086, 1.7938250303268433, -1.2262380123138428), (0.7706642150878906, 1.6449321508407593, -0.9141592979431152), (0.22488796710968018, 1.7397074699401855, -1.047454833984375), (0.673856258392334, 1.683733344078064, -0.039431385695934296), (0.32413655519485474, 1.6832128763198853, 0.0452510342001915), (0.6611220240592957, 2.370713710784912, -0.0639251247048378), (0.348325252532959, 2.377037286758423, -0.07853473722934723), (0.659917950630188, 2.9957292079925537, 0.8161641955375671), (0.3693396747112274, 2.983743190765381, 0.6462523937225342), (0.6609414219856262, 3.1113977432250977, 0.8568852543830872), (0.36358240246772766, 3.096709966659546, 0.6888996958732605), (0.6198183298110962, 3.2096972465515137, 0.0968846008181572), (0.42650896310806274, 3.1851494312286377, -0.14030686020851135)]"
still,"[(0.5775339603424072, 0.5255151987075806, -1.6753699779510498), (0.6068241000175476, 0.44609344005584717, -1.6004104614257812), (0.6263910531997681, 0.44921377301216125, -1.6005048751831055), (0.6439164280891418, 0.4523014426231384, -1.600380301475525), (0.5376250743865967, 0.4379328787326813, -1.6316802501678467), (0.5100369453430176, 0.4354844093322754, -1.6311101913452148), (0.4874193072319031, 0.4343213737010956, -1.6315158605575562), (0.6624983549118042, 0.48547592759132385, -1.0691554546356201), (0.443095862865448, 0.4644555449485779, -1.1977142095565796), (0.6059042811393738, 0.6083986759185791, -1.4675395488739014), (0.5231966972351074, 0.5994667410850525, -1.5064725875854492), (0.7806589007377625, 0.8592646718025208, -0.6619464159011841), (0.21672169864177704, 0.8811934590339661, -0.8283244371414185), (0.8310315012931824, 1.3025768995285034, -0.5145301818847656), (0.1308222860097885, 1.3685704469680786, -0.5837530493736267), (0.8053509593009949, 1.601482629776001, -0.9656162261962891), (0.1765313297510147, 1.6963062286376953, -0.9608601331710815), (0.8264819383621216, 1.7128334045410156, -1.1008280515670776), (0.16922105848789215, 1.821168065071106, -1.0917038917541504), (0.7918881177902222, 1.6996289491653442, -1.1654622554779053), (0.21084599196910858, 1.7925841808319092, -1.190471887588501), (0.7697118520736694, 1.6498658657073975, -1.016895055770874), (0.22491152584552765, 1.7381608486175537, -1.0138084888458252), (0.6712885499000549, 1.6867095232009888, -0.04114958271384239), (0.3196556568145752, 1.686712384223938, 0.04702822118997574), (0.6582961082458496, 2.3790786266326904, -0.05881846696138382), (0.34381645917892456, 2.3831567764282227, -0.05925672501325607), (0.6551386713981628, 3.0017635822296143, 0.8245090246200562), (0.36399492621421814, 2.9904625415802, 0.644938588142395), (0.6564235091209412, 3.1177289485931396, 0.8664256930351257), (0.3600948452949524, 3.1041512489318848, 0.6873396635055542), (0.6123318672180176, 3.2202634811401367, 0.10940814018249512), (0.4211454391479492, 3.1962730884552, -0.13346800208091736)]"
still,"[(0.5750232934951782, 0.5238123536109924, -1.6783910989761353), (0.6043206453323364, 0.4438934326171875, -1.6014207601547241), (0.6238400936126709, 0.4468456208705902, -1.601564645767212), (0.6413253545761108, 0.4496147036552429, -1.60147225856781), (0.5357808470726013, 0.43636849522590637, -1.6321004629135132), (0.5080041289329529, 0.43415525555610657, -1.6315782070159912), (0.4852921962738037, 0.43338772654533386, -1.6320241689682007), (0.6600883603096008, 0.4828169047832489, -1.0626473426818848), (0.44091230630874634, 0.46385490894317627, -1.1876224279403687), (0.6033464074134827, 0.6074326038360596, -1.4674915075302124), (0.5204907655715942, 0.5987405776977539, -1.5056897401809692), (0.7800822854042053, 0.8626569509506226, -0.6602103114128113), (0.21491146087646484, 0.8811201453208923, -0.813581109046936), (0.8313753008842468, 1.308198094367981, -0.5219271183013916), (0.1304740309715271, 1.3702099323272705, -0.5710620284080505), (0.8048396110534668, 1.613770842552185, -0.9737116694450378), (0.1770881563425064, 1.6957862377166748, -0.9659269452095032), (0.825197696685791, 1.7278739213943481, -1.1088268756866455), (0.1713864952325821, 1.8204792737960815, -1.1007331609725952), (0.7891720533370972, 1.7141696214675903, -1.1751474142074585), (0.2118651568889618, 1.792372465133667, -1.1982781887054443), (0.7676638960838318, 1.6623615026474, -1.0254268646240234), (0.22534270584583282, 1.7380329370498657, -1.0188170671463013), (0.6699042320251465, 1.6905502080917358, -0.04245791584253311), (0.3177569806575775, 1.6914458274841309, 0.04835868999361992), (0.6564823389053345, 2.387026071548462, -0.05582217499613762), (0.3415052890777588, 2.3886783123016357, -0.058166712522506714), (0.6514342427253723, 3.0089166164398193, 0.833827793598175), (0.36093080043792725, 2.997727394104004, 0.6436581611633301), (0.6530314683914185, 3.1251232624053955, 0.8765160441398621), (0.357660710811615, 3.11240291595459, 0.685775876045227), (0.6066611409187317, 3.2303478717803955, 0.12112408876419067), (0.4185597002506256, 3.205687999725342, -0.13264493644237518)]"
still,"[(0.5702928900718689, 0.523612916469574, -1.7529194355010986), (0.597512423992157, 0.4422873854637146, -1.6763136386871338), (0.6168102622032166, 0.4447804093360901, -1.676530122756958), (0.6340891122817993, 0.4470498859882355, -1.6765333414077759), (0.5278090238571167, 0.4358137547969818, -1.714307427406311), (0.5001044869422913, 0.43381467461586, -1.7139813899993896), (0.4768962264060974, 0.43319007754325867, -1.7144523859024048), (0.6515942215919495, 0.4790211021900177, -1.1289737224578857), (0.43277955055236816, 0.46356678009033203, -1.2898415327072144), (0.5988250970840454, 0.6073323488235474, -1.537239670753479), (0.5175264477729797, 0.598840057849884, -1.585479974746704), (0.7751712799072266, 0.8580868244171143, -0.683791995048523), (0.20683073997497559, 0.8837468028068542, -0.9010311365127563), (0.8264075517654419, 1.2929160594940186, -0.48461490869522095), (0.12954768538475037, 1.3780255317687988, -0.654283344745636), (0.800616443157196, 1.6035141944885254, -0.8129130601882935), (0.1892905980348587, 1.6956807374954224, -1.0167741775512695), (0.8185513615608215, 1.717133641242981, -0.9181803464889526), (0.189651221036911, 1.8204872608184814, -1.1466983556747437), (0.7860490083694458, 1.7024019956588745, -0.994439959526062), (0.2276417464017868, 1.7880873680114746, -1.2419861555099487), (0.7645342350006104, 1.6518571376800537, -0.8627025485038757), (0.23841984570026398, 1.7337936162948608, -1.0668458938598633), (0.6661964058876038, 1.6859652996063232, -0.04182509705424309), (0.3168640434741974, 1.6929577589035034, 0.04744934290647507), (0.6568849682807922, 2.3860175609588623, -0.0669742077589035), (0.3464227318763733, 2.3911125659942627, -0.06914906203746796), (0.6568065881729126, 3.010545015335083, 0.7880416512489319), (0.3700794279575348, 3.0022404193878174, 0.5921692252159119), (0.6582277417182922, 3.1259653568267822, 0.8268157839775085), (0.3677334785461426, 3.115847110748291, 0.6306606531143188), (0.6197421550750732, 3.231074094772339, 0.09222555160522461), (0.425842821598053, 3.209616184234619, -0.1760103553533554)]"
still,"[(0.5657520890235901, 0.5220769643783569, -1.7799232006072998), (0.5923635959625244, 0.4397287666797638, -1.7031967639923096), (0.6118640303611755, 0.4419918656349182, -1.7033542394638062), (0.6292175650596619, 0.4440097510814667, -1.7033382654190063), (0.522076427936554, 0.4339354932308197, -1.7402883768081665), (0.4948069453239441, 0.43235212564468384, -1.7398573160171509), (0.47164908051490784, 0.4321799576282501, -1.7403119802474976), (0.6478576064109802, 0.47674036026000977, -1.1605054140090942), (0.42779821157455444, 0.4632568657398224, -1.317700743675232), (0.5952974557876587, 0.6062488555908203, -1.5670353174209595), (0.5134344100952148, 0.5982730388641357, -1.6144825220108032), (0.7712163925170898, 0.8581439852714539, -0.7139986753463745), (0.2027093917131424, 0.8849454522132874, -0.9274623990058899), (0.8259236216545105, 1.2916834354400635, -0.4821966588497162), (0.1273581087589264, 1.3782451152801514, -0.6591812372207642), (0.797767162322998, 1.6023468971252441, -0.7471460700035095), (0.1891009360551834, 1.695746660232544, -1.0037052631378174), (0.8132364153862, 1.715526819229126, -0.8462678790092468), (0.1886301189661026, 1.8208186626434326, -1.132198691368103), (0.7820056676864624, 1.699974536895752, -0.9172651171684265), (0.2269841879606247, 1.7878737449645996, -1.2264987230300903), (0.7608467936515808, 1.6498222351074219, -0.7946040630340576), (0.23809754848480225, 1.7336997985839844, -1.0536991357803345), (0.6609127521514893, 1.6842025518417358, -0.04200774431228638), (0.3102756440639496, 1.6919125318527222, 0.04759592562913895), (0.6534134745597839, 2.385756015777588, -0.09485162049531937), (0.34374862909317017, 2.390786647796631, -0.0905613824725151), (0.6548285484313965, 3.0100624561309814, 0.7519959807395935), (0.36599573493003845, 3.0022473335266113, 0.5600131154060364), (0.6562000513076782, 3.125792980194092, 0.7893564701080322), (0.36476194858551025, 3.1155731678009033, 0.5976594686508179), (0.6194702982902527, 3.230407238006592, 0.04806066304445267), (0.41987013816833496, 3.208866834640503, -0.21880057454109192)]"
