1
tag,keypoints_pose
central,"[(0.36171960830688477, 0.41623926162719727, 0), (0.4813218414783478, 0.4189828634262085, 0), (0.41931137442588806, 0.512439489364624, 0), (0.4180424213409424, 0.588739812374115, 0), (0.29582902789115906, 0.44772475957870483, 0), (0.5480279326438904, 0.4562065601348877, 0)]"
central,"[(0.3570438027381897, 0.42980003356933594, 0), (0.4807948172092438, 0.42434293031692505, 0), (0.4209326505661011, 0.5270828604698181, 0), (0.4213172495365143, 0.6062251925468445, 0), (0.28922945261001587, 0.4670371413230896, 0), (0.5478500723838806, 0.45983976125717163, 0)]"
central,"[(0.3570438027381897, 0.42980003356933594, 0), (0.4807948172092438, 0.42434293031692505, 0), (0.4209326505661011, 0.5270828604698181, 0), (0.4213172495365143, 0.6062251925468445, 0), (0.28922945261001587, 0.4670371413230896, 0), (0.5478500723838806, 0.45983976125717163, 0)]"
central,"[(0.3541329503059387, 0.4382532835006714, 0), (0.480628103017807, 0.4344915747642517, 0), (0.41743576526641846, 0.5371953845024109, 0), (0.41804423928260803, 0.6174474358558655, 0), (0.2869355380535126, 0.47683364152908325, 0), (0.5508399605751038, 0.4724559187889099, 0)]"
central,"[(0.3541329503059387, 0.4382532835006714, 0), (0.480628103017807, 0.4344915747642517, 0), (0.41743576526641846, 0.5371953845024109, 0), (0.41804423928260803, 0.6174474358558655, 0), (0.2869355380535126, 0.47683364152908325, 0), (0.5508399605751038, 0.4724559187889099, 0)]"
central,"[(0.36362338066101074, 0.44304323196411133, 0), (0.48767921328544617, 0.4466251730918884, 0), (0.42685407400131226, 0.5530757904052734, 0), (0.4235837161540985, 0.6277430653572083, 0), (0.29053571820259094, 0.46672922372817993, 0), (0.5488321185112, 0.47575312852859497, 0)]"
central,"[(0.36362338066101074, 0.44304323196411133, 0), (0.48767921328544617, 0.4466251730918884, 0), (0.42685407400131226, 0.5530757904052734, 0), (0.4235837161540985, 0.6277430653572083, 0), (0.29053571820259094, 0.46672922372817993, 0), (0.5488321185112, 0.47575312852859497, 0)]"
central,"[(0.37730270624160767, 0.45539432764053345, 0), (0.5047609806060791, 0.46253037452697754, 0), (0.44549620151519775, 0.5758997797966003, 0), (0.43770551681518555, 0.6561118960380554, 0), (0.29226964712142944, 0.4770314693450928, 0), (0.5588883757591248, 0.4955713152885437, 0)]"
central,"[(0.37730270624160767, 0.45539432764053345, 0), (0.5047609806060791, 0.46253037452697754, 0), (0.44549620151519775, 0.5758997797966003, 0), (0.43770551681518555, 0.6561118960380554, 0), (0.29226964712142944, 0.4770314693450928, 0), (0.5588883757591248, 0.4955713152885437, 0)]"
central,"[(0.37730270624160767, 0.45539432764053345, 0), (0.5047609806060791, 0.46253037452697754, 0), (0.44549620151519775, 0.5758997797966003, 0), (0.43770551681518555, 0.6561118960380554, 0), (0.29226964712142944, 0.4770314693450928, 0), (0.5588883757591248, 0.4955713152885437, 0)]"
central,"[(0.3925027847290039, 0.461941123008728, 0), (0.5173225998878479, 0.4754135012626648, 0), (0.4527382552623749, 0.5835031867027283, 0), (0.44492775201797485, 0.6601771712303162, 0), (0.31522640585899353, 0.47769224643707275, 0), (0.5769599676132202, 0.5089395642280579, 0)]"
central,"[(0.3925027847290039, 0.461941123008728, 0), (0.5173225998878479, 0.4754135012626648, 0), (0.4527382552623749, 0.5835031867027283, 0), (0.44492775201797485, 0.6601771712303162, 0), (0.31522640585899353, 0.47769224643707275, 0), (0.5769599676132202, 0.5089395642280579, 0)]"
central,"[(0.40892767906188965, 0.47155773639678955, 0), (0.5329881906509399, 0.47889167070388794, 0), (0.47503453493118286, 0.5812709331512451, 0), (0.46846482157707214, 0.6618318557739258, 0), (0.32785478234291077, 0.5005250573158264, 0), (0.5884965658187866, 0.5178362727165222, 0)]"
central,"[(0.40892767906188965, 0.47155773639678955, 0), (0.5329881906509399, 0.47889167070388794, 0), (0.47503453493118286, 0.5812709331512451, 0), (0.46846482157707214, 0.6618318557739258, 0), (0.32785478234291077, 0.5005250573158264, 0), (0.5884965658187866, 0.5178362727165222, 0)]"
central,"[(0.4340185225009918, 0.46901923418045044, 0), (0.5551545023918152, 0.4821341633796692, 0), (0.5053383111953735, 0.5856056213378906, 0), (0.49361976981163025, 0.6617920994758606, 0), (0.3388669788837433, 0.4883219003677368, 0), (0.5949257612228394, 0.5148282647132874, 0)]"
central,"[(0.4340185225009918, 0.46901923418045044, 0), (0.5551545023918152, 0.4821341633796692, 0), (0.5053383111953735, 0.5856056213378906, 0), (0.49361976981163025, 0.6617920994758606, 0), (0.3388669788837433, 0.4883219003677368, 0), (0.5949257612228394, 0.5148282647132874, 0)]"
central,"[(0.45765161514282227, 0.4657273292541504, 0), (0.5757352113723755, 0.48220497369766235, 0), (0.5249097943305969, 0.583848774433136, 0), (0.5123839974403381, 0.6600659489631653, 0), (0.3654642403125763, 0.4833606481552124, 0), (0.6159281134605408, 0.5166440606117249, 0)]"
central,"[(0.45765161514282227, 0.4657273292541504, 0), (0.5757352113723755, 0.48220497369766235, 0), (0.5249097943305969, 0.583848774433136, 0), (0.5123839974403381, 0.6600659489631653, 0), (0.3654642403125763, 0.4833606481552124, 0), (0.6159281134605408, 0.5166440606117249, 0)]"
central,"[(0.4831291139125824, 0.46070414781570435, 0), (0.6008974313735962, 0.47816675901412964, 0), (0.5500436425209045, 0.572486162185669, 0), (0.536713719367981, 0.6500309109687805, 0), (0.3911890387535095, 0.4835618734359741, 0), (0.6399967074394226, 0.519253671169281, 0)]"
central,"[(0.4831291139125824, 0.46070414781570435, 0), (0.6008974313735962, 0.47816675901412964, 0), (0.5500436425209045, 0.572486162185669, 0), (0.536713719367981, 0.6500309109687805, 0), (0.3911890387535095, 0.4835618734359741, 0), (0.6399967074394226, 0.519253671169281, 0)]"
central,"[(0.4831291139125824, 0.46070414781570435, 0), (0.6008974313735962, 0.47816675901412964, 0), (0.5500436425209045, 0.572486162185669, 0), (0.536713719367981, 0.6500309109687805, 0), (0.3911890387535095, 0.4835618734359741, 0), (0.6399967074394226, 0.519253671169281, 0)]"
central,"[(0.5126166939735413, 0.4627721905708313, 0), (0.6277458071708679, 0.4890108108520508, 0), (0.5778332948684692, 0.5862712860107422, 0), (0.560359001159668, 0.6582586169242859, 0), (0.41438379883766174, 0.4690319299697876, 0), (0.6584983468055725, 0.5232834815979004, 0)]"
central,"[(0.5126166939735413, 0.4627721905708313, 0), (0.6277458071708679, 0.4890108108520508, 0), (0.5778332948684692, 0.5862712860107422, 0), (0.560359001159668, 0.6582586169242859, 0), (0.41438379883766174, 0.4690319299697876, 0), (0.6584983468055725, 0.5232834815979004, 0)]"
central,"[(0.5246113538742065, 0.4610617160797119, 0), (0.6395472884178162, 0.4863218665122986, 0), (0.5870038866996765, 0.5834798216819763, 0), (0.5713728666305542, 0.6522358059883118, 0), (0.4316096305847168, 0.4664228558540344, 0), (0.674394965171814, 0.5184130668640137, 0)]"
central,"[(0.5246113538742065, 0.4610617160797119, 0), (0.6395472884178162, 0.4863218665122986, 0), (0.5870038866996765, 0.5834798216819763, 0), (0.5713728666305542, 0.6522358059883118, 0), (0.4316096305847168, 0.4664228558540344, 0), (0.674394965171814, 0.5184130668640137, 0)]"
central,"[(0.5350472927093506, 0.4642883539199829, 0), (0.6478019952774048, 0.48420530557632446, 0), (0.5964239835739136, 0.5766513347625732, 0), (0.5841284394264221, 0.6443390250205994, 0), (0.44840750098228455, 0.47550761699676514, 0), (0.6875420808792114, 0.5154495239257812, 0)]"
central,"[(0.5350472927093506, 0.4642883539199829, 0), (0.6478019952774048, 0.48420530557632446, 0), (0.5964239835739136, 0.5766513347625732, 0), (0.5841284394264221, 0.6443390250205994, 0), (0.44840750098228455, 0.47550761699676514, 0), (0.6875420808792114, 0.5154495239257812, 0)]"
central,"[(0.54822838306427, 0.4609796404838562, 0), (0.656655490398407, 0.48402392864227295, 0), (0.6079638600349426, 0.5744552612304688, 0), (0.5935662388801575, 0.639473021030426, 0), (0.4593782424926758, 0.46737992763519287, 0), (0.690406084060669, 0.5145036578178406, 0)]"
central,"[(0.54822838306427, 0.4609796404838562, 0), (0.656655490398407, 0.48402392864227295, 0), (0.6079638600349426, 0.5744552612304688, 0), (0.5935662388801575, 0.639473021030426, 0), (0.4593782424926758, 0.46737992763519287, 0), (0.690406084060669, 0.5145036578178406, 0)]"
central,"[(0.5497992634773254, 0.4607195258140564, 0), (0.6596237421035767, 0.47945624589920044, 0), (0.6087742447853088, 0.5709934234619141, 0), (0.596886157989502, 0.6382251381874084, 0), (0.46576058864593506, 0.473682701587677, 0), (0.6989873051643372, 0.5130810141563416, 0)]"
central,"[(0.5497992634773254, 0.4607195258140564, 0), (0.6596237421035767, 0.47945624589920044, 0), (0.6087742447853088, 0.5709934234619141, 0), (0.596886157989502, 0.6382251381874084, 0), (0.46576058864593506, 0.473682701587677, 0), (0.6989873051643372, 0.5130810141563416, 0)]"
central,"[(0.5488580465316772, 0.4560151696205139, 0), (0.6569559574127197, 0.4752402901649475, 0), (0.6053000092506409, 0.5590724349021912, 0), (0.5935277938842773, 0.6275288462638855, 0), (0.4679490625858307, 0.4723297357559204, 0), (0.6979667544364929, 0.5134211182594299, 0)]"
central,"[(0.5488580465316772, 0.4560151696205139, 0), (0.6569559574127197, 0.4752402901649475, 0), (0.6053000092506409, 0.5590724349021912, 0), (0.5935277938842773, 0.6275288462638855, 0), (0.4679490625858307, 0.4723297357559204, 0), (0.6979667544364929, 0.5134211182594299, 0)]"
central,"[(0.5488580465316772, 0.4560151696205139, 0), (0.6569559574127197, 0.4752402901649475, 0), (0.6053000092506409, 0.5590724349021912, 0), (0.5935277938842773, 0.6275288462638855, 0), (0.4679490625858307, 0.4723297357559204, 0), (0.6979667544364929, 0.5134211182594299, 0)]"
central,"[(0.5453065037727356, 0.44748395681381226, 0), (0.6545599102973938, 0.4638546109199524, 0), (0.6030312776565552, 0.5517643094062805, 0), (0.5926073789596558, 0.6195877194404602, 0), (0.4655667841434479, 0.4632841944694519, 0), (0.6974299550056458, 0.4984356164932251, 0)]"
central,"[(0.5453065037727356, 0.44748395681381226, 0), (0.6545599102973938, 0.4638546109199524, 0), (0.6030312776565552, 0.5517643094062805, 0), (0.5926073789596558, 0.6195877194404602, 0), (0.4655667841434479, 0.4632841944694519, 0), (0.6974299550056458, 0.4984356164932251, 0)]"
central,"[(0.5405867695808411, 0.4426608681678772, 0), (0.6500940322875977, 0.4557311534881592, 0), (0.6056572794914246, 0.5374848246574402, 0), (0.5937104821205139, 0.6103150248527527, 0), (0.450834184885025, 0.46888911724090576, 0), (0.6853030323982239, 0.49623388051986694, 0)]"
central,"[(0.5405867695808411, 0.4426608681678772, 0), (0.6500940322875977, 0.4557311534881592, 0), (0.6056572794914246, 0.5374848246574402, 0), (0.5937104821205139, 0.6103150248527527, 0), (0.450834184885025, 0.46888911724090576, 0), (0.6853030323982239, 0.49623388051986694, 0)]"
central,"[(0.5313202738761902, 0.4321010112762451, 0), (0.6387869119644165, 0.4471467137336731, 0), (0.5919965505599976, 0.5280088782310486, 0), (0.58228600025177, 0.5977993607521057, 0), (0.4480358958244324, 0.45183032751083374, 0), (0.6785935759544373, 0.48044222593307495, 0)]"
central,"[(0.5313202738761902, 0.4321010112762451, 0), (0.6387869119644165, 0.4471467137336731, 0), (0.5919965505599976, 0.5280088782310486, 0), (0.58228600025177, 0.5977993607521057, 0), (0.4480358958244324, 0.45183032751083374, 0), (0.6785935759544373, 0.48044222593307495, 0)]"
central,"[(0.517001748085022, 0.4179353713989258, 0), (0.6278936862945557, 0.43338197469711304, 0), (0.5738663673400879, 0.5109768509864807, 0), (0.565526008605957, 0.5818161368370056, 0), (0.4397881329059601, 0.44047534465789795, 0), (0.6763880252838135, 0.4727643132209778, 0)]"
central,"[(0.517001748085022, 0.4179353713989258, 0), (0.6278936862945557, 0.43338197469711304, 0), (0.5738663673400879, 0.5109768509864807, 0), (0.565526008605957, 0.5818161368370056, 0), (0.4397881329059601, 0.44047534465789795, 0), (0.6763880252838135, 0.4727643132209778, 0)]"
central,"[(0.517001748085022, 0.4179353713989258, 0), (0.6278936862945557, 0.43338197469711304, 0), (0.5738663673400879, 0.5109768509864807, 0), (0.565526008605957, 0.5818161368370056, 0), (0.4397881329059601, 0.44047534465789795, 0), (0.6763880252838135, 0.4727643132209778, 0)]"
central,"[(0.5084632039070129, 0.4108230471611023, 0), (0.6221866607666016, 0.42416250705718994, 0), (0.5680187344551086, 0.5022298693656921, 0), (0.5584258437156677, 0.5779063701629639, 0), (0.42665785551071167, 0.44104236364364624, 0), (0.6691514849662781, 0.4721854329109192, 0)]"
central,"[(0.5084632039070129, 0.4108230471611023, 0), (0.6221866607666016, 0.42416250705718994, 0), (0.5680187344551086, 0.5022298693656921, 0), (0.5584258437156677, 0.5779063701629639, 0), (0.42665785551071167, 0.44104236364364624, 0), (0.6691514849662781, 0.4721854329109192, 0)]"
central,"[(0.4866444766521454, 0.4008268713951111, 0), (0.5996525287628174, 0.4101625084877014, 0), (0.5436604619026184, 0.4941273331642151, 0), (0.5373295545578003, 0.5668419003486633, 0), (0.414349764585495, 0.42888110876083374, 0), (0.6536850929260254, 0.4519123435020447, 0)]"
central,"[(0.4866444766521454, 0.4008268713951111, 0), (0.5996525287628174, 0.4101625084877014, 0), (0.5436604619026184, 0.4941273331642151, 0), (0.5373295545578003, 0.5668419003486633, 0), (0.414349764585495, 0.42888110876083374, 0), (0.6536850929260254, 0.4519123435020447, 0)]"
central,"[(0.4721474349498749, 0.39150291681289673, 0), (0.5859005451202393, 0.3997654318809509, 0), (0.5313447117805481, 0.481317400932312, 0), (0.5248527526855469, 0.5577986836433411, 0), (0.3966006338596344, 0.42873531579971313, 0), (0.6381478905677795, 0.4474342465400696, 0)]"
central,"[(0.4721474349498749, 0.39150291681289673, 0), (0.5859005451202393, 0.3997654318809509, 0), (0.5313447117805481, 0.481317400932312, 0), (0.5248527526855469, 0.5577986836433411, 0), (0.3966006338596344, 0.42873531579971313, 0), (0.6381478905677795, 0.4474342465400696, 0)]"
central,"[(0.45148956775665283, 0.39093202352523804, 0), (0.5630785226821899, 0.39639896154403687, 0), (0.5138210654258728, 0.481250524520874, 0), (0.5080492496490479, 0.5543880462646484, 0), (0.37329474091529846, 0.42597126960754395, 0), (0.6098374128341675, 0.43779832124710083, 0)]"
central,"[(0.45148956775665283, 0.39093202352523804, 0), (0.5630785226821899, 0.39639896154403687, 0), (0.5138210654258728, 0.481250524520874, 0), (0.5080492496490479, 0.5543880462646484, 0), (0.37329474091529846, 0.42597126960754395, 0), (0.6098374128341675, 0.43779832124710083, 0)]"
central,"[(0.4259955585002899, 0.37770241498947144, 0), (0.5425645709037781, 0.37724751234054565, 0), (0.4917536973953247, 0.46145445108413696, 0), (0.48743391036987305, 0.5406217575073242, 0), (0.3474113643169403, 0.423023521900177, 0), (0.5938935875892639, 0.4251400828361511, 0)]"
central,"[(0.4259955585002899, 0.37770241498947144, 0), (0.5425645709037781, 0.37724751234054565, 0), (0.4917536973953247, 0.46145445108413696, 0), (0.48743391036987305, 0.5406217575073242, 0), (0.3474113643169403, 0.423023521900177, 0), (0.5938935875892639, 0.4251400828361511, 0)]"
central,"[(0.4259955585002899, 0.37770241498947144, 0), (0.5425645709037781, 0.37724751234054565, 0), (0.4917536973953247, 0.46145445108413696, 0), (0.48743391036987305, 0.5406217575073242, 0), (0.3474113643169403, 0.423023521900177, 0), (0.5938935875892639, 0.4251400828361511, 0)]"
central,"[(0.4087909162044525, 0.3668820858001709, 0), (0.5280317664146423, 0.37980353832244873, 0), (0.4701978862285614, 0.453635573387146, 0), (0.4619533121585846, 0.5358811020851135, 0), (0.3286498188972473, 0.4087456464767456, 0), (0.5808600783348083, 0.4370819926261902, 0)]"
central,"[(0.4087909162044525, 0.3668820858001709, 0), (0.5280317664146423, 0.37980353832244873, 0), (0.4701978862285614, 0.453635573387146, 0), (0.4619533121585846, 0.5358811020851135, 0), (0.3286498188972473, 0.4087456464767456, 0), (0.5808600783348083, 0.4370819926261902, 0)]"
central,"[(0.3845328688621521, 0.3590959906578064, 0), (0.5016838908195496, 0.3668491244316101, 0), (0.4466714859008789, 0.44888776540756226, 0), (0.43998855352401733, 0.5292639136314392, 0), (0.3062457740306854, 0.3992060422897339, 0), (0.5546680092811584, 0.41788285970687866, 0)]"
central,"[(0.3845328688621521, 0.3590959906578064, 0), (0.5016838908195496, 0.3668491244316101, 0), (0.4466714859008789, 0.44888776540756226, 0), (0.43998855352401733, 0.5292639136314392, 0), (0.3062457740306854, 0.3992060422897339, 0), (0.5546680092811584, 0.41788285970687866, 0)]"
central,"[(0.35841602087020874, 0.3551183342933655, 0), (0.47794899344444275, 0.353230357170105, 0), (0.4223669767379761, 0.4328605532646179, 0), (0.4201706051826477, 0.516777753829956, 0), (0.2853979170322418, 0.4098057150840759, 0), (0.5372543334960938, 0.40948188304901123, 0)]"
central,"[(0.35841602087020874, 0.3551183342933655, 0), (0.47794899344444275, 0.353230357170105, 0), (0.4223669767379761, 0.4328605532646179, 0), (0.4201706051826477, 0.516777753829956, 0), (0.2853979170322418, 0.4098057150840759, 0), (0.5372543334960938, 0.40948188304901123, 0)]"
central,"[(0.33872807025909424, 0.3476746082305908, 0), (0.46056613326072693, 0.35275202989578247, 0), (0.3996466398239136, 0.4307795763015747, 0), (0.39495715498924255, 0.5167978405952454, 0), (0.26482072472572327, 0.39786553382873535, 0), (0.5218687653541565, 0.4129135012626648, 0)]"
central,"[(0.33872807025909424, 0.3476746082305908, 0), (0.46056613326072693, 0.35275202989578247, 0), (0.3996466398239136, 0.4307795763015747, 0), (0.39495715498924255, 0.5167978405952454, 0), (0.26482072472572327, 0.39786553382873535, 0), (0.5218687653541565, 0.4129135012626648, 0)]"
central,"[(0.31294235587120056, 0.3520265221595764, 0), (0.43379682302474976, 0.34741419553756714, 0), (0.37582555413246155, 0.43137186765670776, 0), (0.3755696713924408, 0.5170108675956726, 0), (0.2433447688817978, 0.407687246799469, 0), (0.4986642301082611, 0.4033548831939697, 0)]"
central,"[(0.31294235587120056, 0.3520265221595764, 0), (0.43379682302474976, 0.34741419553756714, 0), (0.37582555413246155, 0.43137186765670776, 0), (0.3755696713924408, 0.5170108675956726, 0), (0.2433447688817978, 0.407687246799469, 0), (0.4986642301082611, 0.4033548831939697, 0)]"
central,"[(0.31294235587120056, 0.3520265221595764, 0), (0.43379682302474976, 0.34741419553756714, 0), (0.37582555413246155, 0.43137186765670776, 0), (0.3755696713924408, 0.5170108675956726, 0), (0.2433447688817978, 0.407687246799469, 0), (0.4986642301082611, 0.4033548831939697, 0)]"
central,"[(0.28827571868896484, 0.35704535245895386, 0), (0.41239500045776367, 0.344340980052948, 0), (0.35166922211647034, 0.43208569288253784, 0), (0.3559994697570801, 0.5193566679954529, 0), (0.22524529695510864, 0.4193184971809387, 0), (0.4866970479488373, 0.3992462754249573, 0)]"
central,"[(0.28827571868896484, 0.35704535245895386, 0), (0.41239500045776367, 0.344340980052948, 0), (0.35166922211647034, 0.43208569288253784, 0), (0.3559994697570801, 0.5193566679954529, 0), (0.22524529695510864, 0.4193184971809387, 0), (0.4866970479488373, 0.3992462754249573, 0)]"
central,"[(0.2828578054904938, 0.3539108633995056, 0), (0.4025357663631439, 0.34514981508255005, 0), (0.3406458795070648, 0.4279329180717468, 0), (0.34397974610328674, 0.5139452815055847, 0), (0.22348544001579285, 0.41338711977005005, 0), (0.4764931797981262, 0.40231913328170776, 0)]"
central,"[(0.2828578054904938, 0.3539108633995056, 0), (0.4025357663631439, 0.34514981508255005, 0), (0.3406458795070648, 0.4279329180717468, 0), (0.34397974610328674, 0.5139452815055847, 0), (0.22348544001579285, 0.41338711977005005, 0), (0.4764931797981262, 0.40231913328170776, 0)]"
central,"[(0.281203955411911, 0.3490733504295349, 0), (0.3996559977531433, 0.34473055601119995, 0), (0.33644306659698486, 0.4279317855834961, 0), (0.33848971128463745, 0.5117695927619934, 0), (0.22246073186397552, 0.4021093249320984, 0), (0.47312161326408386, 0.3994755148887634, 0)]"
central,"[(0.281203955411911, 0.3490733504295349, 0), (0.3996559977531433, 0.34473055601119995, 0), (0.33644306659698486, 0.4279317855834961, 0), (0.33848971128463745, 0.5117695927619934, 0), (0.22246073186397552, 0.4021093249320984, 0), (0.47312161326408386, 0.3994755148887634, 0)]"
central,"[(0.2837074398994446, 0.34702616930007935, 0), (0.40276631712913513, 0.3428179621696472, 0), (0.3407164216041565, 0.4228125810623169, 0), (0.3419839143753052, 0.5087233185768127, 0), (0.22187939286231995, 0.40420734882354736, 0), (0.47360578179359436, 0.4019957184791565, 0)]"
central,"[(0.2837074398994446, 0.34702616930007935, 0), (0.40276631712913513, 0.3428179621696472, 0), (0.3407164216041565, 0.4228125810623169, 0), (0.3419839143753052, 0.5087233185768127, 0), (0.22187939286231995, 0.40420734882354736, 0), (0.47360578179359436, 0.4019957184791565, 0)]"
central,"[(0.2864373028278351, 0.34672027826309204, 0), (0.40768808126449585, 0.33566439151763916, 0), (0.34818607568740845, 0.42122912406921387, 0), (0.351816862821579, 0.5074608325958252, 0), (0.22385342419147491, 0.406915545463562, 0), (0.47979962825775146, 0.39025604724884033, 0)]"
central,"[(0.2864373028278351, 0.34672027826309204, 0), (0.40768808126449585, 0.33566439151763916, 0), (0.34818607568740845, 0.42122912406921387, 0), (0.351816862821579, 0.5074608325958252, 0), (0.22385342419147491, 0.406915545463562, 0), (0.47979962825775146, 0.39025604724884033, 0)]"
central,"[(0.29243004322052, 0.34001338481903076, 0), (0.4156131148338318, 0.3189712166786194, 0), (0.360586553812027, 0.41247451305389404, 0), (0.3675067722797394, 0.4986840486526489, 0), (0.2285374402999878, 0.40490978956222534, 0), (0.488411545753479, 0.36567527055740356, 0)]"
central,"[(0.29243004322052, 0.34001338481903076, 0), (0.4156131148338318, 0.3189712166786194, 0), (0.360586553812027, 0.41247451305389404, 0), (0.3675067722797394, 0.4986840486526489, 0), (0.2285374402999878, 0.40490978956222534, 0), (0.488411545753479, 0.36567527055740356, 0)]"
central,"[(0.31979238986968994, 0.316505491733551, 0), (0.43660464882850647, 0.3171851634979248, 0), (0.3793225586414337, 0.39713728427886963, 0), (0.37727198004722595, 0.4794055223464966, 0), (0.24904844164848328, 0.3663579821586609, 0), (0.49729761481285095, 0.37038975954055786, 0)]"
central,"[(0.31979238986968994, 0.316505491733551, 0), (0.43660464882850647, 0.3171851634979248, 0), (0.3793225586414337, 0.39713728427886963, 0), (0.37727198004722595, 0.4794055223464966, 0), (0.24904844164848328, 0.3663579821586609, 0), (0.49729761481285095, 0.37038975954055786, 0)]"
central,"[(0.31979238986968994, 0.316505491733551, 0), (0.43660464882850647, 0.3171851634979248, 0), (0.3793225586414337, 0.39713728427886963, 0), (0.37727198004722595, 0.4794055223464966, 0), (0.24904844164848328, 0.3663579821586609, 0), (0.49729761481285095, 0.37038975954055786, 0)]"
central,"[(0.33794111013412476, 0.31300073862075806, 0), (0.4572487771511078, 0.3090808391571045, 0), (0.3991970717906952, 0.38933461904525757, 0), (0.3989812135696411, 0.47220683097839355, 0), (0.27038589119911194, 0.3674166202545166, 0), (0.5216168165206909, 0.36264508962631226, 0)]"
central,"[(0.33794111013412476, 0.31300073862075806, 0), (0.4572487771511078, 0.3090808391571045, 0), (0.3991970717906952, 0.38933461904525757, 0), (0.3989812135696411, 0.47220683097839355, 0), (0.27038589119911194, 0.3674166202545166, 0), (0.5216168165206909, 0.36264508962631226, 0)]"
central,"[(0.34905704855918884, 0.3157503604888916, 0), (0.46733954548835754, 0.31106454133987427, 0), (0.41276514530181885, 0.38816559314727783, 0), (0.41211262345314026, 0.47125720977783203, 0), (0.2780115306377411, 0.37355202436447144, 0), (0.5272083878517151, 0.36711496114730835, 0)]"
central,"[(0.34905704855918884, 0.3157503604888916, 0), (0.46733954548835754, 0.31106454133987427, 0), (0.41276514530181885, 0.38816559314727783, 0), (0.41211262345314026, 0.47125720977783203, 0), (0.2780115306377411, 0.37355202436447144, 0), (0.5272083878517151, 0.36711496114730835, 0)]"
central,"[(0.3763943910598755, 0.3228656053543091, 0), (0.4916953146457672, 0.31864267587661743, 0), (0.4467650353908539, 0.38664430379867554, 0), (0.4428394138813019, 0.4718535542488098, 0), (0.29266464710235596, 0.385131299495697, 0), (0.538715660572052, 0.3773777484893799, 0)]"
central,"[(0.3763943910598755, 0.3228656053543091, 0), (0.4916953146457672, 0.31864267587661743, 0), (0.4467650353908539, 0.38664430379867554, 0), (0.4428394138813019, 0.4718535542488098, 0), (0.29266464710235596, 0.385131299495697, 0), (0.538715660572052, 0.3773777484893799, 0)]"
central,"[(0.3917942941188812, 0.3240606188774109, 0), (0.5047277212142944, 0.32351094484329224, 0), (0.45645835995674133, 0.39005446434020996, 0), (0.45288047194480896, 0.4724583625793457, 0), (0.3137177526950836, 0.3814365267753601, 0), (0.5545649528503418, 0.38060957193374634, 0)]"
